loan_id,age,education,proof_submitted,loan_amount,asset_cost,no_of_loans,no_of_curr_loans,last_delinq_none,loan_default
1294,28,1.0,Aadhar,968544.0,1153116.0,14,3,0,1
6167,35,2.0,Aadhar,277992.0,762000.0,3,2,0,0
6572,48,2.0,Aadhar,802584.0,907200.0,6,5,0,1
4626,45,2.0,Aadhar,801600.0,905400.0,8,4,0,0
1908,27,1.0,PAN,463668.0,873492.0,4,0,0,0
6139,40,2.0,Aadhar,440868.0,1012428.0,22,3,0,0
4849,36,2.0,Aadhar,686808.0,818472.0,2,2,0,1
369,28,2.0,Aadhar,824028.0,1167816.0,0,0,0,0
1938,44,2.0,Aadhar,682308.0,891996.0,2,0,0,1
1152,45,1.0,Aadhar,394704.0,562656.0,2,2,0,0
4801,28,2.0,PAN,922368.0,1335408.0,0,0,0,1
3406,49,2.0,Aadhar,696000.0,824400.0,6,3,0,0
6887,27,1.0,Aadhar,790584.0,1029600.0,0,0,0,1
192,27,1.0,Aadhar,767364.0,933624.0,3,3,0,1
5167,24,,Aadhar,722556.0,834588.0,12,5,0,0
3612,25,1.0,Aadhar,512100.0,750924.0,0,0,0,0
175,47,2.0,Aadhar,623736.0,745656.0,0,0,0,1
1904,42,2.0,Aadhar,651108.0,748764.0,6,3,0,0
1100,46,1.0,Aadhar,900948.0,1096296.0,2,2,0,0
4631,29,1.0,Aadhar,812184.0,948000.0,2,0,0,1
4748,35,1.0,Aadhar,684108.0,782496.0,0,0,0,0
2293,38,2.0,Aadhar,665868.0,830808.0,0,0,0,0
6093,48,1.0,Aadhar,698508.0,948228.0,0,0,0,0
6809,43,2.0,Aadhar,705108.0,824436.0,18,5,0,0
5479,38,1.0,Aadhar,550188.0,909468.0,4,4,0,0
3524,50,1.0,Aadhar,609636.0,891600.0,2,0,0,0
1165,35,2.0,Aadhar,523788.0,860352.0,0,0,0,1
3719,47,1.0,VoterID,562188.0,829920.0,0,0,0,0
3979,31,2.0,PAN,744864.0,1125012.0,0,0,0,0
2908,43,1.0,Aadhar,639636.0,796320.0,0,0,0,0
5207,46,1.0,Aadhar,758556.0,889212.0,0,0,0,0
4944,32,1.0,Aadhar,624552.0,854472.0,5,4,0,1
1662,30,1.0,Aadhar,628536.0,776820.0,0,0,0,1
509,35,2.0,Aadhar,806028.0,966300.0,9,5,0,0
167,44,1.0,Aadhar,639348.0,791820.0,0,0,0,0
6620,45,1.0,Aadhar,657108.0,996000.0,0,0,0,0
5603,28,1.0,Aadhar,474096.0,703212.0,0,0,0,1
3122,35,2.0,Aadhar,603636.0,821688.0,7,3,0,0
5845,28,2.0,Aadhar,592188.0,865548.0,0,0,0,0
104,33,1.0,Driving,1157880.0,1885104.0,0,0,0,1
3333,26,2.0,VoterID,755088.0,1312416.0,0,0,0,1
4231,45,2.0,Aadhar,592188.0,760800.0,2,0,0,1
5827,28,2.0,Aadhar,600936.0,812256.0,0,0,0,1
6411,35,2.0,Aadhar,690156.0,836808.0,8,2,0,1
4292,27,1.0,Aadhar,794028.0,1042908.0,0,0,0,0
1753,34,2.0,Aadhar,562656.0,780324.0,0,0,0,0
6247,27,1.0,Aadhar,707364.0,816000.0,4,4,0,1
3743,28,1.0,Aadhar,684000.0,950580.0,7,4,0,1
5609,24,,Aadhar,705108.0,934872.0,0,0,0,1
1659,47,2.0,Aadhar,1169880.0,1611672.0,13,6,0,1
153,36,2.0,Aadhar,615636.0,825492.0,36,4,0,0
3574,39,2.0,Aadhar,956796.0,1158600.0,6,3,0,1
2484,41,2.0,Aadhar,697908.0,840108.0,0,0,0,1
1584,38,1.0,Aadhar,603636.0,811560.0,0,0,0,0
5886,46,1.0,PAN,504168.0,891624.0,0,0,0,0
2553,44,1.0,Aadhar,724956.0,858924.0,3,0,0,1
3380,34,1.0,Aadhar,565740.0,736800.0,0,0,0,1
3003,39,1.0,Aadhar,270888.0,842460.0,0,0,0,0
3539,26,1.0,Aadhar,750396.0,854400.0,4,3,0,0
5133,28,2.0,Aadhar,691908.0,820440.0,2,2,0,0
5417,39,1.0,Aadhar,853476.0,1158252.0,16,7,0,0
6108,48,2.0,Aadhar,562428.0,1156596.0,0,0,0,1
2210,42,1.0,Aadhar,814428.0,916332.0,9,0,0,1
3650,28,2.0,Aadhar,588936.0,831780.0,0,0,0,0
4206,27,1.0,Aadhar,606216.0,793836.0,0,0,0,1
1823,46,1.0,Aadhar,826584.0,1028736.0,0,0,0,1
6006,29,1.0,VoterID,229932.0,1055280.0,0,0,0,1
4685,29,1.0,VoterID,556188.0,820428.0,4,3,0,0
4193,37,1.0,Aadhar,577164.0,804000.0,2,2,0,0
4425,34,2.0,PAN,861804.0,1311432.0,0,0,0,0
310,46,2.0,Aadhar,658548.0,841476.0,2,2,0,1
213,37,2.0,Aadhar,633636.0,821532.0,3,2,0,0
3359,32,1.0,Aadhar,675108.0,773604.0,0,0,0,1
6672,46,2.0,Aadhar,619836.0,840000.0,0,0,0,1
3553,38,1.0,PAN,673908.0,836436.0,0,0,0,1
496,44,2.0,Aadhar,663108.0,880836.0,4,0,0,1
206,25,1.0,Aadhar,624636.0,709752.0,0,0,0,1
1435,34,1.0,Aadhar,648936.0,775236.0,0,0,0,1
1136,23,,Aadhar,477648.0,880800.0,0,0,0,0
2585,43,2.0,Aadhar,814464.0,1053300.0,6,2,0,1
869,36,1.0,Aadhar,672156.0,1101012.0,2,2,0,1
4056,40,1.0,Aadhar,685908.0,804012.0,5,2,0,0
306,38,1.0,Aadhar,790584.0,900000.0,6,5,0,0
1850,29,2.0,PAN,480648.0,794940.0,0,0,0,1
3729,30,2.0,Aadhar,658236.0,934260.0,0,0,0,0
1989,42,2.0,PAN,570792.0,830604.0,0,0,0,1
2799,26,2.0,VoterID,674268.0,1053900.0,0,0,0,1
4509,45,1.0,VoterID,731364.0,843024.0,2,2,0,1
1535,29,1.0,Aadhar,786228.0,956448.0,10,3,0,1
844,28,2.0,VoterID,987432.0,1359036.0,3,3,0,1
1988,33,2.0,Aadhar,1145868.0,2093256.0,0,0,0,0
4093,33,2.0,Aadhar,639636.0,871284.0,0,0,0,1
4695,25,1.0,Aadhar,784584.0,991296.0,0,0,0,1
5258,29,2.0,Aadhar,778584.0,1323936.0,0,0,0,1
384,25,2.0,Aadhar,684156.0,825276.0,4,4,0,1
1539,46,2.0,Aadhar,846876.0,1100376.0,11,5,0,1
212,33,2.0,VoterID,746556.0,854400.0,6,2,0,0
1958,34,2.0,Aadhar,596436.0,882240.0,0,0,0,1
4571,29,2.0,Driving,861804.0,1327524.0,0,0,0,1
2439,27,1.0,Driving,725844.0,868896.0,11,8,0,0
2728,37,2.0,Aadhar,348840.0,790164.0,3,0,0,1
3219,44,2.0,Aadhar,873804.0,1209708.0,0,0,0,1
5267,25,1.0,Aadhar,651108.0,762336.0,0,0,0,1
1350,30,2.0,Aadhar,758556.0,1102752.0,0,0,0,0
4373,39,2.0,PAN,592980.0,793344.0,12,3,0,1
6726,28,1.0,Aadhar,602436.0,901320.0,2,2,0,1
5350,29,2.0,Aadhar,342348.0,685932.0,2,2,0,0
681,30,2.0,Aadhar,562188.0,917844.0,4,3,0,1
181,48,1.0,Aadhar,550140.0,763836.0,0,0,0,0
6661,32,1.0,Aadhar,615600.0,830700.0,2,0,0,0
4873,31,1.0,Aadhar,602436.0,772584.0,2,2,0,0
6463,37,2.0,Aadhar,249852.0,594912.0,0,0,0,1
279,40,1.0,Aadhar,746556.0,940200.0,9,2,0,0
2938,46,1.0,Aadhar,603636.0,776316.0,5,5,0,0
4840,46,2.0,VoterID,645636.0,901152.0,3,2,0,0
2481,28,1.0,Aadhar,872604.0,1259676.0,4,3,0,1
290,41,2.0,VoterID,671316.0,1098264.0,0,0,0,0
4341,30,1.0,Aadhar,530340.0,753600.0,3,2,0,1
6752,45,2.0,VoterID,614256.0,912816.0,0,0,0,0
994,29,2.0,Aadhar,657108.0,804444.0,0,0,0,0
2237,45,1.0,Aadhar,585216.0,706800.0,6,4,0,1
6658,37,2.0,Aadhar,713928.0,845160.0,2,2,0,0
40,41,2.0,Aadhar,966396.0,1307400.0,0,0,0,0
6744,24,1.0,Aadhar,481248.0,732516.0,2,0,0,0
2755,45,2.0,Aadhar,568188.0,765708.0,0,0,0,1
5607,28,2.0,Aadhar,742824.0,924120.0,3,2,0,1
5295,46,1.0,Aadhar,647436.0,774432.0,10,6,0,0
271,38,2.0,Aadhar,603636.0,941892.0,2,2,0,0
6289,47,2.0,Aadhar,687108.0,846000.0,0,0,0,1
2884,40,1.0,VoterID,625236.0,831636.0,6,5,0,0
5718,35,2.0,Aadhar,763356.0,904560.0,2,2,0,0
6995,40,2.0,Aadhar,696156.0,868584.0,0,0,0,1
5433,40,2.0,Aadhar,585636.0,762000.0,0,0,0,0
112,31,1.0,Aadhar,657108.0,798000.0,3,0,0,0
1392,34,1.0,Aadhar,837804.0,1097364.0,0,0,0,1
2601,25,1.0,Aadhar,354348.0,550260.0,0,0,0,0
221,49,2.0,Aadhar,395808.0,746256.0,0,0,0,1
6663,40,2.0,Aadhar,832884.0,1098192.0,0,0,0,0
3026,29,2.0,Aadhar,714000.0,824016.0,0,0,0,1
4249,31,1.0,Aadhar,672156.0,997776.0,0,0,0,0
84,29,2.0,Aadhar,1070256.0,1786476.0,0,0,0,0
874,38,1.0,Driving,741204.0,966192.0,3,3,0,0
6483,30,2.0,Driving,651108.0,1148976.0,2,2,0,0
4616,46,1.0,Aadhar,860976.0,1287816.0,0,0,0,1
462,30,2.0,PAN,675756.0,863820.0,8,4,0,0
6149,31,1.0,Aadhar,663108.0,775200.0,3,2,0,0
552,34,2.0,Aadhar,651636.0,838776.0,0,0,0,1
6508,32,2.0,Aadhar,709908.0,928320.0,0,0,0,0
2375,29,1.0,Aadhar,508728.0,896256.0,6,3,0,0
6434,26,1.0,Aadhar,580188.0,830052.0,4,3,0,1
2247,35,2.0,VoterID,411348.0,702360.0,0,0,0,1
6772,26,1.0,Aadhar,710556.0,871848.0,2,0,0,0
6488,26,1.0,PAN,745680.0,932400.0,0,0,0,0
2451,25,1.0,Aadhar,664308.0,755376.0,0,0,0,1
2330,50,1.0,VoterID,637788.0,822768.0,0,0,0,0
5869,28,1.0,Aadhar,795552.0,925524.0,12,10,0,0
2147,44,1.0,Aadhar,802584.0,996000.0,0,0,0,0
5457,31,2.0,Aadhar,436740.0,1132800.0,0,0,0,0
5844,45,1.0,Aadhar,687708.0,876000.0,0,0,0,1
6172,36,2.0,VoterID,680028.0,977472.0,0,0,0,1
651,25,1.0,VoterID,576696.0,801504.0,3,3,0,0
709,30,2.0,VoterID,576108.0,735372.0,0,0,0,0
6655,33,1.0,Aadhar,596556.0,1692420.0,3,3,0,0
6594,29,2.0,Aadhar,669420.0,902916.0,0,0,0,0
5252,31,1.0,VoterID,788184.0,1209300.0,0,0,0,0
5411,27,1.0,Aadhar,580188.0,750312.0,2,2,0,0
5426,44,,Aadhar,767364.0,870636.0,5,3,0,1
1425,48,2.0,Aadhar,748956.0,901368.0,2,2,0,0
1217,47,1.0,Aadhar,849804.0,1041000.0,0,0,0,1
5338,35,2.0,Aadhar,716556.0,876420.0,36,4,1,1
1925,37,2.0,VoterID,696156.0,939336.0,2,2,0,0
3775,33,1.0,Aadhar,867804.0,1188504.0,13,8,0,0
4658,39,1.0,Aadhar,711108.0,860052.0,0,0,0,1
315,24,,Aadhar,793200.0,1127952.0,2,2,0,1
3769,44,2.0,Aadhar,693108.0,841932.0,8,6,0,0
1428,32,2.0,Aadhar,496728.0,774600.0,0,0,0,0
3904,48,2.0,Aadhar,505128.0,818256.0,0,0,0,0
6068,33,2.0,VoterID,693108.0,1119240.0,0,0,0,0
3905,36,2.0,Aadhar,547740.0,844656.0,3,3,0,1
5658,31,2.0,Aadhar,873804.0,1501224.0,0,0,0,1
6748,29,1.0,Aadhar,728556.0,935676.0,2,2,0,0
1106,48,2.0,Aadhar,615636.0,718848.0,2,0,0,1
5144,35,2.0,Aadhar,667188.0,995892.0,3,0,0,1
4288,31,2.0,Aadhar,995196.0,1781196.0,6,4,0,0
7000,31,1.0,Aadhar,705108.0,900660.0,0,0,0,0
3493,28,1.0,Aadhar,632436.0,827160.0,2,2,0,0
685,31,2.0,Aadhar,651636.0,840876.0,4,2,0,0
5122,29,1.0,Aadhar,639636.0,792936.0,0,0,0,0
2766,45,2.0,Aadhar,808584.0,943656.0,0,0,0,1
5489,49,1.0,Aadhar,675708.0,865320.0,0,0,0,0
4241,35,2.0,Aadhar,678108.0,869676.0,4,0,0,0
2452,44,1.0,Aadhar,624936.0,872184.0,2,2,0,0
6007,35,2.0,VoterID,487860.0,853548.0,2,2,0,0
327,50,2.0,Aadhar,659676.0,839172.0,0,0,0,0
3932,36,1.0,Aadhar,568188.0,673884.0,5,2,0,0
5934,42,2.0,PAN,484728.0,1020000.0,0,0,0,0
2177,41,1.0,Aadhar,877476.0,1211676.0,4,2,0,1
3581,33,2.0,Aadhar,789588.0,1045200.0,14,11,0,0
6971,48,2.0,Aadhar,718956.0,819840.0,4,3,0,1
6055,31,2.0,Driving,461268.0,912264.0,0,0,0,1
3228,41,1.0,Aadhar,577788.0,761424.0,0,0,0,1
2788,27,1.0,Aadhar,639636.0,832404.0,3,3,0,0
4759,34,1.0,Aadhar,609636.0,728892.0,4,3,0,1
6828,44,2.0,Aadhar,909012.0,1075164.0,0,0,0,0
1677,46,1.0,PAN,752304.0,1184940.0,0,0,0,1
349,43,1.0,Aadhar,461268.0,744600.0,0,0,0,0
6359,37,2.0,Aadhar,705108.0,869940.0,0,0,0,1
3555,27,1.0,Aadhar,457008.0,766296.0,0,0,0,0
5458,48,1.0,Aadhar,826584.0,996000.0,0,0,0,1
1627,38,1.0,Aadhar,867804.0,1149348.0,2,2,0,1
4578,26,1.0,Aadhar,600636.0,758760.0,0,0,0,0
3124,35,2.0,Driving,790584.0,1476540.0,2,2,0,1
3408,49,1.0,Aadhar,603636.0,710040.0,5,4,0,0
872,47,1.0,Aadhar,664080.0,791820.0,0,0,0,0
4076,26,1.0,Aadhar,532728.0,854400.0,0,0,0,1
3859,45,1.0,Aadhar,865476.0,1008000.0,4,0,0,1
3827,29,2.0,Aadhar,538188.0,687588.0,0,0,0,1
2219,37,2.0,Aadhar,948312.0,1256640.0,9,6,0,0
5486,42,1.0,Aadhar,615636.0,759948.0,3,0,0,0
2122,45,2.0,Aadhar,393408.0,822240.0,0,0,0,0
5830,31,1.0,Aadhar,584988.0,831636.0,3,2,0,0
3319,34,1.0,Aadhar,700956.0,860472.0,0,0,0,1
86,27,1.0,Aadhar,527028.0,813636.0,0,0,0,1
3886,29,1.0,Aadhar,792984.0,1007256.0,3,2,0,0
1878,49,2.0,Aadhar,612936.0,756252.0,6,5,0,1
2802,34,2.0,VoterID,553740.0,720600.0,0,0,0,1
5522,29,1.0,Aadhar,437268.0,807732.0,0,0,0,0
2641,42,2.0,Driving,772584.0,943572.0,5,3,0,0
6368,26,1.0,Aadhar,730164.0,921960.0,0,0,0,0
2881,27,2.0,Aadhar,636936.0,774720.0,0,0,0,1
6231,30,1.0,Aadhar,612936.0,831324.0,0,0,0,0
495,30,1.0,Aadhar,767184.0,921936.0,0,0,0,1
4082,34,2.0,Aadhar,532728.0,725352.0,7,2,0,1
2526,27,2.0,Aadhar,732156.0,1032096.0,8,6,0,1
4408,26,1.0,Aadhar,571740.0,703800.0,0,0,0,1
3354,28,1.0,Aadhar,820584.0,960000.0,2,0,0,1
3808,32,2.0,Aadhar,687108.0,876432.0,0,0,0,0
1271,28,1.0,Aadhar,449268.0,858000.0,0,0,0,0
5559,25,1.0,Aadhar,481128.0,809136.0,0,0,0,1
6996,45,2.0,Aadhar,930948.0,1258344.0,0,0,0,1
2896,34,1.0,Aadhar,663108.0,797148.0,8,0,0,0
5684,32,2.0,Driving,728556.0,882012.0,3,2,0,0
5784,38,2.0,Aadhar,711108.0,875340.0,0,0,0,1
619,28,2.0,VoterID,575616.0,778356.0,0,0,0,1
6021,39,1.0,Aadhar,580188.0,780000.0,0,0,0,0
3631,25,,Aadhar,867804.0,1186332.0,0,0,0,0
4055,47,2.0,PAN,689436.0,1136328.0,2,2,0,0
5762,29,1.0,Aadhar,663108.0,832020.0,0,0,0,0
3078,24,2.0,PAN,556284.0,816096.0,0,0,0,1
4153,29,1.0,Aadhar,705108.0,852672.0,3,3,0,0
1414,30,2.0,Aadhar,466728.0,1248204.0,0,0,0,0
2202,47,2.0,Aadhar,847476.0,1089744.0,0,0,0,1
2002,42,2.0,Aadhar,688956.0,833304.0,3,2,0,1
5428,36,1.0,Aadhar,604356.0,744972.0,5,4,0,0
870,35,2.0,VoterID,766584.0,1156500.0,0,0,0,1
2359,44,2.0,Aadhar,378648.0,801840.0,3,0,0,0
2007,31,2.0,Aadhar,739764.0,1079820.0,0,0,0,1
3607,30,2.0,Aadhar,715356.0,924720.0,0,0,0,1
4843,47,2.0,Aadhar,770556.0,924000.0,0,0,0,0
357,26,2.0,VoterID,603360.0,962424.0,0,0,0,0
1163,43,1.0,PAN,606936.0,929916.0,6,3,0,0
5994,41,1.0,VoterID,644436.0,795300.0,0,0,0,0
3090,24,1.0,Aadhar,613236.0,990816.0,0,0,0,1
6180,39,1.0,VoterID,447300.0,579840.0,3,0,0,0
5584,25,2.0,PAN,600888.0,1127952.0,0,0,0,1
4086,34,2.0,Aadhar,678108.0,978000.0,14,9,0,1
6904,33,1.0,Aadhar,734556.0,886572.0,5,4,0,0
1891,37,1.0,VoterID,590556.0,744360.0,6,2,0,1
580,29,2.0,Aadhar,585396.0,808260.0,2,2,0,0
2320,37,1.0,Aadhar,1155588.0,1570200.0,0,0,0,1
3533,30,1.0,Aadhar,601236.0,864720.0,3,3,0,0
1692,39,1.0,Aadhar,758556.0,1003524.0,4,0,0,0
863,36,1.0,Aadhar,719364.0,842868.0,0,0,0,1
4735,47,2.0,PAN,510528.0,693684.0,3,0,0,0
6912,31,1.0,Aadhar,711108.0,806580.0,3,0,0,0
2381,37,2.0,Aadhar,795228.0,909240.0,4,3,0,1
2379,24,,Aadhar,818028.0,1158660.0,0,0,0,0
4929,29,2.0,Aadhar,657108.0,817332.0,0,0,0,0
6044,41,2.0,Aadhar,627636.0,784692.0,6,2,0,0
3559,49,2.0,VoterID,770556.0,921216.0,0,0,0,1
1117,31,1.0,Aadhar,645108.0,829284.0,4,4,0,0
1542,28,1.0,Aadhar,1040280.0,1596084.0,0,0,0,1
3793,26,1.0,Aadhar,686556.0,846936.0,0,0,0,1
5381,28,1.0,Aadhar,856380.0,1020000.0,0,0,0,0
6437,43,1.0,Aadhar,448344.0,840492.0,12,3,0,0
4595,37,2.0,Aadhar,719364.0,1179228.0,0,0,0,0
6022,42,2.0,Aadhar,568308.0,862908.0,0,0,0,0
5588,43,2.0,VoterID,709764.0,895992.0,0,0,0,1
3259,46,2.0,Aadhar,677508.0,844704.0,2,2,0,1
5323,26,1.0,Aadhar,550188.0,921600.0,0,0,0,0
4553,47,2.0,Aadhar,627636.0,843348.0,2,2,0,0
2501,26,1.0,Aadhar,846204.0,1041420.0,0,0,0,0
6181,45,2.0,PAN,696156.0,900612.0,2,2,0,1
4246,23,,Aadhar,620136.0,727236.0,0,0,0,0
6200,26,2.0,VoterID,1005180.0,1487940.0,0,0,0,0
6208,45,1.0,Aadhar,597636.0,731040.0,7,2,0,0
6889,47,1.0,Aadhar,571188.0,802560.0,9,4,0,0
3318,49,1.0,Aadhar,620676.0,835116.0,0,0,0,0
5266,47,2.0,Aadhar,841476.0,1088244.0,6,3,0,0
6166,37,1.0,Aadhar,830028.0,996000.0,6,5,0,0
6670,28,2.0,Aadhar,695124.0,888960.0,2,2,0,0
4987,41,2.0,Aadhar,608436.0,787344.0,2,0,0,0
4106,28,1.0,Aadhar,544188.0,818328.0,2,0,0,0
5197,23,,Aadhar,567276.0,840000.0,0,0,0,0
6902,29,1.0,Aadhar,886956.0,1104000.0,0,0,0,0
6712,37,1.0,Aadhar,439668.0,956544.0,0,0,0,0
2053,26,2.0,VoterID,731364.0,1074552.0,2,2,0,0
1777,30,2.0,Aadhar,651108.0,946080.0,4,4,1,1
3456,29,2.0,Driving,808584.0,1129068.0,0,0,0,1
4276,34,1.0,Aadhar,438468.0,923400.0,8,5,0,1
2537,42,2.0,Aadhar,678000.0,774000.0,0,0,0,1
5022,45,2.0,Aadhar,603636.0,798132.0,3,3,0,1
4751,43,2.0,Driving,403008.0,714240.0,4,0,0,1
1593,33,2.0,Aadhar,746556.0,943800.0,2,2,0,1
1724,28,2.0,PAN,707364.0,918888.0,0,0,0,0
5475,36,2.0,Aadhar,422148.0,588000.0,4,2,0,0
2612,41,2.0,Aadhar,778584.0,1026768.0,3,2,0,0
6606,44,1.0,Aadhar,556188.0,825000.0,8,5,0,1
491,46,2.0,Aadhar,681756.0,905664.0,18,6,0,0
6694,50,,Aadhar,508728.0,705408.0,5,2,0,0
2911,27,1.0,Aadhar,616596.0,816000.0,0,0,0,0
1007,44,2.0,Aadhar,681108.0,861252.0,7,3,0,0
6030,28,2.0,PAN,615936.0,766140.0,2,0,0,0
2504,31,2.0,Aadhar,560988.0,858552.0,2,2,0,0
4640,32,1.0,Aadhar,545388.0,760464.0,0,0,0,0
2315,39,1.0,Aadhar,608436.0,799932.0,0,0,0,0
2555,33,2.0,Aadhar,509928.0,927732.0,0,0,0,0
1418,28,1.0,Aadhar,457668.0,756924.0,0,0,0,1
3097,42,1.0,Aadhar,595236.0,818592.0,0,0,0,0
26,28,1.0,Aadhar,696156.0,843012.0,0,0,0,1
2410,29,1.0,Aadhar,785664.0,1008000.0,0,0,0,1
1114,35,1.0,Aadhar,609636.0,783312.0,0,0,0,0
4149,39,1.0,Aadhar,330348.0,792744.0,3,0,0,0
1553,37,1.0,Aadhar,574188.0,853428.0,0,0,0,0
5979,39,1.0,Aadhar,707556.0,854424.0,13,3,0,0
5225,34,2.0,Aadhar,478728.0,789120.0,0,0,0,0
5514,45,1.0,Aadhar,752556.0,815772.0,8,6,0,0
434,48,1.0,Aadhar,881076.0,1201776.0,2,2,0,1
6797,39,2.0,Aadhar,507696.0,746160.0,0,0,0,1
2656,40,2.0,Aadhar,430068.0,896064.0,0,0,0,0
3876,42,2.0,Aadhar,933012.0,1357200.0,9,4,0,0
4741,41,2.0,Aadhar,553980.0,743496.0,7,3,0,0
4078,46,2.0,VoterID,402588.0,822888.0,2,2,0,0
1128,26,1.0,Aadhar,792984.0,933900.0,0,0,0,1
4421,26,1.0,Aadhar,758556.0,936000.0,0,0,0,0
5190,39,1.0,Aadhar,513396.0,930000.0,2,0,0,1
4123,48,2.0,Aadhar,684180.0,822108.0,6,2,0,0
2519,35,1.0,Aadhar,741756.0,908400.0,0,0,0,0
6728,29,2.0,Aadhar,737364.0,834000.0,0,0,0,1
1103,28,2.0,Aadhar,603636.0,873264.0,0,0,0,0
5108,42,2.0,Aadhar,691908.0,840132.0,17,5,0,0
4742,47,2.0,Aadhar,675108.0,766800.0,25,14,0,0
4221,36,1.0,VoterID,702564.0,1002744.0,3,2,0,1
5185,48,1.0,VoterID,708156.0,903960.0,5,2,0,1
5712,32,2.0,Aadhar,876276.0,1229880.0,0,0,0,1
195,32,1.0,Aadhar,603636.0,853236.0,3,2,0,0
616,27,2.0,Aadhar,651636.0,783048.0,2,0,0,1
644,39,2.0,Aadhar,538716.0,764868.0,0,0,0,1
6554,36,1.0,Aadhar,794028.0,969108.0,0,0,0,0
3117,36,2.0,Aadhar,424320.0,752520.0,16,8,0,0
3371,49,2.0,Aadhar,700308.0,901056.0,7,3,0,0
2777,38,2.0,VoterID,655668.0,833460.0,0,0,0,0
5738,25,2.0,PAN,891012.0,1878000.0,0,0,0,0
5914,38,1.0,Aadhar,550188.0,847260.0,0,0,0,0
6566,39,2.0,VoterID,713364.0,881208.0,3,2,0,0
331,28,2.0,Aadhar,746556.0,936000.0,0,0,0,0
2208,47,2.0,Aadhar,484728.0,712632.0,2,2,0,0
6855,29,1.0,Aadhar,852276.0,1092240.0,0,0,0,1
5037,36,1.0,Aadhar,577200.0,709080.0,0,0,0,0
2671,29,2.0,Aadhar,556188.0,837480.0,0,0,0,1
973,32,1.0,Aadhar,650556.0,830280.0,2,2,0,0
484,32,1.0,Aadhar,719364.0,868092.0,0,0,0,0
2421,29,1.0,Aadhar,511740.0,757932.0,2,0,0,0
2603,45,2.0,Aadhar,1054440.0,1459740.0,2,2,0,0
720,44,2.0,Aadhar,731964.0,962640.0,3,2,0,1
3415,41,2.0,Aadhar,789804.0,1266000.0,0,0,0,1
2060,23,,Aadhar,532188.0,905928.0,2,2,0,1
2804,44,2.0,Aadhar,782028.0,1090800.0,16,7,0,0
2567,33,2.0,Aadhar,450468.0,870240.0,9,4,0,1
6579,30,1.0,VoterID,724164.0,894012.0,2,0,0,0
33,44,1.0,Aadhar,606636.0,939036.0,12,3,0,0
665,48,1.0,Aadhar,574188.0,896220.0,0,0,0,1
6800,42,1.0,Aadhar,713364.0,900000.0,2,0,0,1
4422,26,1.0,Aadhar,469104.0,919116.0,0,0,0,0
1445,48,1.0,Aadhar,991032.0,1152000.0,7,2,0,1
3317,49,2.0,Aadhar,767364.0,921624.0,6,4,0,0
2793,31,2.0,Aadhar,467268.0,813840.0,0,0,0,0
5441,23,,Aadhar,912000.0,1171200.0,0,0,0,1
6823,49,2.0,Aadhar,849804.0,962892.0,6,0,0,0
1706,28,1.0,Aadhar,548028.0,756912.0,3,2,0,0
3306,34,2.0,Aadhar,624936.0,733476.0,0,0,0,1
5284,25,1.0,Aadhar,540588.0,774540.0,0,0,0,1
4575,37,2.0,Aadhar,629088.0,754800.0,0,0,0,1
4723,47,2.0,Aadhar,577164.0,769404.0,0,0,0,0
5911,50,2.0,Aadhar,636000.0,978000.0,0,0,0,1
119,45,2.0,VoterID,290748.0,758352.0,10,4,0,1
2278,25,1.0,Aadhar,880476.0,1309488.0,0,0,0,0
2906,29,2.0,Aadhar,704484.0,928380.0,0,0,0,0
1402,31,2.0,Aadhar,693108.0,880884.0,2,0,0,0
740,45,2.0,Aadhar,520728.0,942792.0,4,4,0,0
2457,39,1.0,Aadhar,792108.0,902496.0,3,0,0,0
171,29,2.0,Aadhar,1051440.0,1717740.0,0,0,0,1
541,35,1.0,Aadhar,718956.0,923328.0,0,0,0,0
884,34,2.0,Aadhar,552588.0,813600.0,2,0,0,0
5243,44,2.0,Aadhar,300684.0,1314912.0,0,0,0,1
4042,45,2.0,Aadhar,758376.0,911304.0,5,3,0,0
3403,34,2.0,Aadhar,537588.0,837000.0,2,2,0,0
3752,35,2.0,Driving,681108.0,902772.0,0,0,0,0
675,31,2.0,Driving,663108.0,762288.0,2,0,0,1
4016,33,1.0,Aadhar,627636.0,935964.0,12,4,0,0
2916,28,1.0,Aadhar,673068.0,832236.0,0,0,0,1
4852,26,2.0,Aadhar,651108.0,898092.0,2,2,0,1
1816,48,1.0,VoterID,722556.0,825276.0,0,0,0,1
3520,27,2.0,Aadhar,727356.0,883776.0,2,0,0,1
3535,47,2.0,Aadhar,665868.0,892020.0,3,0,0,1
2101,44,2.0,Aadhar,453468.0,932736.0,0,0,0,0
6834,36,2.0,Aadhar,693108.0,877224.0,2,2,0,1
6938,37,2.0,Aadhar,761364.0,1000260.0,0,0,0,0
6702,37,2.0,Aadhar,562176.0,822648.0,0,0,0,1
2102,38,2.0,Aadhar,586776.0,730800.0,7,4,0,0
5930,40,2.0,Aadhar,607836.0,875592.0,0,0,0,0
3871,28,2.0,Aadhar,980232.0,1356000.0,0,0,0,1
1549,21,,Aadhar,680520.0,951072.0,2,2,0,0
4088,37,2.0,VoterID,855804.0,1207032.0,0,0,0,1
5452,32,2.0,Aadhar,437268.0,594240.0,0,0,0,1
